"","sgender.0","sgender.1","srace.0","srace.1","srace.2","srace.4","treatment","trace.1","trace.2","degree.2","degree.3","degree.5","degree.6","careerladder.1","careerladder.2","careerladder.3","careerladder.4","careerladder.5","careerladder.6","teachingexperience","score","ATE","image_file"
"7603",0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0714285714285714,0.459558823529412,0.0406264493983098,"16_1_1_20170117172336195.jpg"
"7605",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.595238095238095,0.147058823529412,0.0406264493983098,"28_0_1_20170117022129599.jpg"
"7606",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.371323529411765,0.0406264493983098,"15_1_0_20170109204210842.jpg"
"7608",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.166666666666667,0.191176470588235,0.0406264493983098,"26_1_0_20170110173815028.jpg"
"7609",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.428571428571429,0.165441176470588,0.0406264493983098,"30_0_0_20170117125951293.jpg"
"7612",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.333333333333333,0.639705882352941,0.0406264493983098,"21_1_0_20170116214341701.jpg"
"7613",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.334558823529412,0.0406264493983098,"26_1_1_20170112210553412.jpg"
"7615",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.428571428571429,0.4375,0.0406264493983098,"16_0_0_20170110232613101.jpg"
"7616",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.459558823529412,0.0406264493983098,"26_1_0_20170117003226902.jpg"
"7617",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.507352941176471,0.0406264493983098,"32_1_0_20170116200933417.jpg"
"7618",0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.761904761904762,0.389705882352941,0.0406264493983098,"26_1_1_20170116160247500.jpg"
"7619",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.492647058823529,0.0406264493983098,"32_1_1_20170103162943271.jpg"
"7621",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.316176470588235,0.0406264493983098,"30_1_1_20170114024643760.jpg"
"7622",1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.404761904761905,0.448529411764706,0.0406264493983098,"29_0_1_20170117094745480.jpg"
"7623",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.327205882352941,0.0406264493983098,"26_0_1_20170113152216521.jpg"
"7625",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.459558823529412,0.0406264493983098,"1_0_1_20170110213111809.jpg"
"7626",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0714285714285714,0.533088235294118,0.0406264493983098,"26_1_1_20170116155039588.jpg"
"7627",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.380952380952381,0.617647058823529,0.0406264493983098,"16_1_0_20170109214444528.jpg"
"7628",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.69047619047619,0.198529411764706,0.0406264493983098,"2_0_0_20170110213146269.jpg"
"7629",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.492647058823529,0.0406264493983098,"32_1_1_20170116234627342.jpg"
"7631",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.334558823529412,0.0406264493983098,"22_1_0_20170103183738666.jpg"
"7633",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.738095238095238,0.533088235294118,0.0406264493983098,"3_0_1_20170110213659314.jpg"
"7636",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.661764705882353,0.0406264493983098,"27_1_1_20170112234549479.jpg"
"7638",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.25,0.0406264493983098,"22_1_1_20170112233618639.jpg"
"7639",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.470588235294118,0.0406264493983098,"26_1_0_20170117152442875.jpg"
"7640",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.617647058823529,0.0406264493983098,"30_1_1_20170117170832874.jpg"
"7641",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.4375,0.0406264493983098,"28_1_1_20170116152550099.jpg"
"7642",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.257352941176471,0.0406264493983098,"28_0_1_20170113134134481.jpg"
"7643",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.316176470588235,0.0406264493983098,"18_0_1_20170117143031666.jpg"
"7646",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.617647058823529,0.0406264493983098,"3_1_1_20170109194603673.jpg"
"7647",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.880952380952381,0.507352941176471,0.0406264493983098,"9_0_1_20170110215500987.jpg"
"7648",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.389705882352941,0.0406264493983098,"25_1_0_20170117140624359.jpg"
"7651",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.214285714285714,0.580882352941177,0.0406264493983098,"22_1_0_20170116220938702.jpg"
"7652",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.639705882352941,0.0406264493983098,"5_1_0_20170117184912795.jpg"
"7654",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.283088235294118,0.0406264493983098,"26_0_1_20170116182128259.jpg"
"7659",0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.764705882352941,0.0406264493983098,"21_1_1_20170112231637574.jpg"
"7660",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.397058823529412,0.0406264493983098,"3_1_0_20170109191026269.jpg"
"7661",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.380952380952381,0.724264705882353,0.0406264493983098,"8_0_0_20170103210825483.jpg"
"7662",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.448529411764706,0.0406264493983098,"10_0_0_20170110221714752.jpg"
"7664",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.327205882352941,0.0406264493983098,"29_1_1_20170116021626058.jpg"
"7665",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.426470588235294,0.0406264493983098,"29_1_1_20170117105207326.jpg"
"7670",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.224264705882353,0.0406264493983098,"29_1_1_20170112205213493.jpg"
"7671",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.476190476190476,0.419117647058824,0.0406264493983098,"19_0_1_20170113193315725.jpg"
"7673",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.523809523809524,0.639705882352941,0.0406264493983098,"10_1_0_20170109204746535.jpg"
"7674",1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.761904761904762,0.4375,0.0406264493983098,"32_0_1_20170114032927412.jpg"
"7675",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.507352941176471,0.0406264493983098,"30_1_0_20170117091918162.jpg"
"7676",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0714285714285714,0.257352941176471,0.0406264493983098,"26_1_1_20170116231444253.jpg"
"7679",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.452380952380952,0.198529411764706,0.0406264493983098,"28_0_0_20170113182419870.jpg"
"7680",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.547619047619048,0.106617647058824,0.0406264493983098,"26_0_0_20170117172737876.jpg"
"7682",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.507352941176471,0.0406264493983098,"29_0_1_20170116192214658.jpg"
"7683",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.833333333333333,0.268382352941176,0.0406264493983098,"29_1_1_20170115235932970.jpg"
"7685",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.285714285714286,0.599264705882353,0.0406264493983098,"30_0_0_20170117135548182.jpg"
"7687",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.360294117647059,0.0406264493983098,"26_0_1_20170113151630983.jpg"
"7688",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.452380952380952,0.275735294117647,0.0406264493983098,"26_1_1_20170116024053194.jpg"
"7689",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.327205882352941,0.0406264493983098,"30_0_1_20170117140615401.jpg"
"7691",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.209558823529412,0.0406264493983098,"32_0_0_20170117173304428.jpg"
"7693",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.294117647058824,0.0406264493983098,"26_1_0_20170117091834220.jpg"
"7695",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.408088235294118,0.0406264493983098,"32_1_1_20170116192527624.jpg"
"7696",0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.5,0.224264705882353,0.0406264493983098,"8_1_1_20170109205445571.jpg"
"7699",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.448529411764706,0.0406264493983098,"15_1_1_20170112191212510.jpg"
"7701",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.595238095238095,0.617647058823529,0.0406264493983098,"31_0_1_20170116004652226.jpg"
"7703",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0714285714285714,0.459558823529412,0.0406264493983098,"24_1_0_20170104022030117.jpg"
"7704",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.261904761904762,0.224264705882353,0.0406264493983098,"30_1_0_20170117114710101.jpg"
"7706",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.334558823529412,0.0406264493983098,"29_1_0_20170105172818813.jpg"
"7707",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.915441176470588,0.0406264493983098,"2_1_0_20170109194422798.jpg"
"7708",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.316176470588235,0.0406264493983098,"26_1_1_20170117174116677.jpg"
"7710",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.547619047619048,0.518382352941177,0.0406264493983098,"20_1_0_20170104005910664.jpg"
"7713",0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.661764705882353,0.0406264493983098,"8_1_0_20170109204542015.jpg"
"7716",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.25,0.0406264493983098,"4_0_0_20170110213635871.jpg"
"7721",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.404761904761905,0.617647058823529,0.0406264493983098,"8_0_0_20170117175637404.jpg"
"7722",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.327205882352941,0.0406264493983098,"16_1_1_20170114025506835.jpg"
"7723",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0714285714285714,0.419117647058824,0.0406264493983098,"28_1_0_20170117122010726.jpg"
"7724",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0714285714285714,0.599264705882353,0.0406264493983098,"4_1_0_20170109192714731.jpg"
"7725",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.428571428571429,0.5625,0.0406264493983098,"1_1_0_20170109193447073.jpg"
"7728",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.380952380952381,0.617647058823529,0.0406264493983098,"20_1_0_20170117141216752.jpg"
"7729",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.106617647058824,0.0406264493983098,"27_1_1_20170112213507183.jpg"
"7730",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.117647058823529,0.0406264493983098,"26_0_1_20170113154809050.jpg"
"7732",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.617647058823529,0.0406264493983098,"21_1_0_20170116215450607.jpg"
"7734",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.261904761904762,0.294117647058824,0.0406264493983098,"24_1_1_20170115235935017.jpg"
"7737",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.275735294117647,0.0406264493983098,"17_0_1_20170117183520064.jpg"
"7738",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.119047619047619,0.426470588235294,0.0406264493983098,"29_1_1_20170105183913087.jpg"
"7742",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.224264705882353,0.0406264493983098,"31_0_1_20170116235513414.jpg"
"7743",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.523809523809524,0.4375,0.0406264493983098,"17_1_1_20170112191315076.jpg"
"7744",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.547619047619048,0.507352941176471,0.0406264493983098,"29_0_1_20170114030901209.jpg"
"7746",0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.547619047619048,0.352941176470588,0.0406264493983098,"26_1_0_20170112235918563.jpg"
"7748",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.214285714285714,0.4375,0.0406264493983098,"26_1_1_20170116154712959.jpg"
"7750",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.238095238095238,0.639705882352941,0.0406264493983098,"16_0_0_20170104012325066.jpg"
"7754",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.580882352941177,0.0406264493983098,"20_1_0_20170117192922563.jpg"
"7757",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.580882352941177,0.0406264493983098,"28_1_0_20170117180716305.jpg"
"7758",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.209558823529412,0.0406264493983098,"26_1_1_20170112235952009.jpg"
"7760",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.452380952380952,0.599264705882353,0.0406264493983098,"1_0_0_20170109191445171.jpg"
"7761",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.492647058823529,0.0406264493983098,"27_1_0_20170113180930981.jpg"
"7767",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.4375,0.0406264493983098,"28_0_1_20170116213517627.jpg"
"7770",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0238095238095238,0.4375,0.0406264493983098,"26_0_1_20170117173231271.jpg"
"7777",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.261904761904762,0.533088235294118,0.0406264493983098,"28_1_0_20170112235141673.jpg"
"7778",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.492647058823529,0.0406264493983098,"1_1_0_20170109194412700.jpg"
"7779",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0476190476190476,0.599264705882353,0.0406264493983098,"26_1_0_20170113001451463.jpg"
"7785",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.257352941176471,0.0406264493983098,"30_0_1_20170113134006616.jpg"
"7788",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.880952380952381,0.507352941176471,0.0406264493983098,"15_0_1_20170117135556256.jpg"
"7789",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.4375,0.0406264493983098,"30_1_1_20170113001440458.jpg"
"7793",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.341911764705882,0.0406264493983098,"12_0_1_20170110224244673.jpg"
"7796",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.452380952380952,0.4375,0.0406264493983098,"35_0_0_20170117155112202.jpg"
"7797",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.428571428571429,0.639705882352941,0.0406264493983098,"9_0_0_20170110220237634.jpg"
"7800",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.428571428571429,0.397058823529412,0.0406264493983098,"20_1_0_20170104021334149.jpg"
"7807",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.4375,0.0406264493983098,"21_0_1_20170113133118839.jpg"
"7808",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.334558823529412,0.0406264493983098,"30_1_1_20170114033246944.jpg"
"7811",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.235294117647059,0.0406264493983098,"14_0_1_20170110232707718.jpg"
"7814",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.397058823529412,0.0406264493983098,"24_1_0_20170117150909051.jpg"
"7816",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.397058823529412,0.0406264493983098,"25_0_1_20170113150701015.jpg"
"7817",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.242647058823529,0.0406264493983098,"26_0_1_20170113134729040.jpg"
"7818",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.341911764705882,0.0406264493983098,"25_0_0_20170117151036947.jpg"
"7819",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.571428571428571,0.5625,0.0406264493983098,"26_0_1_20170117200033549.jpg"
"7820",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.448529411764706,0.0406264493983098,"24_0_0_20170113210127140.jpg"
"7821",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.518382352941177,0.0406264493983098,"26_1_0_20170116232337954.jpg"
"7828",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.518382352941177,0.0406264493983098,"32_1_0_20170117134730731.jpg"
"7831",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.285714285714286,0.724264705882353,0.0406264493983098,"30_0_0_20170117144035842.jpg"
"7842",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.915441176470588,0.0406264493983098,"27_0_0_20170117135722872.jpg"
"7844",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.419117647058824,0.0406264493983098,"28_1_1_20170116235605486.jpg"
"7845",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.547619047619048,0.533088235294118,0.0406264493983098,"1_1_0_20170109190542206.jpg"
"7846",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.599264705882353,0.0406264493983098,"27_0_0_20170114034255912.jpg"
"7847",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.257352941176471,0.0406264493983098,"21_1_0_20170104234933489.jpg"
"7848",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.389705882352941,0.0406264493983098,"26_1_1_20170116024044126.jpg"
"7851",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.334558823529412,0.0406264493983098,"1_1_0_20170109193408973.jpg"
"7852",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.378676470588235,0.0406264493983098,"32_1_1_20170113011600858.jpg"
"7853",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.481617647058824,0.0406264493983098,"30_0_1_20170117094442927.jpg"
"7854",0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.547619047619048,0.360294117647059,0.0406264493983098,"28_1_1_20170116175812597.jpg"
"7855",0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.19047619047619,0.470588235294118,0.0406264493983098,"3_1_0_20170109191344231.jpg"
"7856",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.235294117647059,0.0406264493983098,"19_0_1_20170116210354987.jpg"
"7859",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.492647058823529,0.0406264493983098,"28_0_1_20170113151216654.jpg"
"7860",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.4375,0.0406264493983098,"1_0_0_20170110213006580.jpg"
"7862",0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0476190476190476,0.419117647058824,0.0406264493983098,"3_1_0_20170109194247387.jpg"
"7866",1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.507352941176471,0.0406264493983098,"26_0_1_20170116003707203.jpg"
"7869",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.470588235294118,0.0406264493983098,"28_1_1_20170112233537928.jpg"
"7872",1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.481617647058824,0.0406264493983098,"20_0_0_20170116213501446.jpg"
"7874",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.639705882352941,0.0406264493983098,"16_0_0_20170110231919941.jpg"
"7882",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0714285714285714,0.518382352941177,0.0406264493983098,"35_0_0_20170117140509709.jpg"
"7892",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.371323529411765,0.0406264493983098,"17_0_0_20170110231820806.jpg"
"7895",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.0772058823529412,0.0406264493983098,"28_1_1_20170116234825295.jpg"
"7898",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.4375,0.0406264493983098,"21_0_1_20170114032109958.jpg"
"7902",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.191176470588235,0.0406264493983098,"27_0_1_20170117014026944.jpg"
"7903",1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.428571428571429,0.257352941176471,0.0406264493983098,"15_0_0_20170116211720424.jpg"
"7906",0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.599264705882353,0.0406264493983098,"22_1_0_20170116220932996.jpg"
"7907",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.235294117647059,0.0406264493983098,"35_0_0_20170105163316787.jpg"
"7914",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.518382352941177,0.0406264493983098,"31_0_1_20170116003537510.jpg"
"7918",1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0476190476190476,0.268382352941176,0.0406264493983098,"22_0_0_20170117091156202.jpg"
"7922",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.334558823529412,0.0406264493983098,"26_0_0_20170117201133309.jpg"
"7923",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.275735294117647,0.0406264493983098,"28_1_1_20170116164832811.jpg"
"7929",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.661764705882353,0.0406264493983098,"20_1_0_20170117193612788.jpg"
"7931",1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.619047619047619,0.459558823529412,0.0406264493983098,"2_0_1_20170110213724790.jpg"
"7932",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.452380952380952,0.661764705882353,0.0406264493983098,"30_0_1_20170117130118260.jpg"
"7933",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.481617647058824,0.0406264493983098,"13_0_0_20170110224751365.jpg"
"7943",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.481617647058824,0.0406264493983098,"26_0_1_20170113134739602.jpg"
"7950",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.761904761904762,0.547794117647059,0.0406264493983098,"27_1_1_20170112213535591.jpg"
"7955",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.5625,0.0406264493983098,"26_0_0_20170116181050820.jpg"
"7960",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.428571428571429,0.408088235294118,0.0406264493983098,"7_1_0_20170109200933192.jpg"
"7963",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.761904761904762,0.470588235294118,0.0406264493983098,"28_0_1_20170117165412909.jpg"
"7968",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.238095238095238,0.5625,0.0406264493983098,"26_0_0_20170116182305836.jpg"
"7969",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.428571428571429,0.426470588235294,0.0406264493983098,"29_1_0_20170116201228620.jpg"
"7971",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.25,0.0406264493983098,"30_0_0_20170104000150443.jpg"
"7972",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.547794117647059,0.0406264493983098,"22_0_0_20170117143335098.jpg"
"7978",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.404761904761905,0.408088235294118,0.0406264493983098,"16_0_0_20170110231707270.jpg"
"7979",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.19047619047619,0.691176470588235,0.0406264493983098,"28_0_1_20170113142405196.jpg"
